Taxonomy level,taxonomy group,normalization 1,normalization 2,PCA,TRAIN-AUC,TEST-AUC
six,pca_anna,log,row,1,0.81119980290712,0.6676571428571428
six,pca_anna,log,row,1,0.8112934220251296,0.6982095238095237
six,pca_anna,log,row,0,0.9595269770879528,0.7467428571428573
six,pca_anna,log,row,0,0.9527864005912788,0.7907047619047619
six,pca_anna,log,row,0,0.9480906627248092,0.7858285714285715
six,pca_anna,log,row,0,0.9568859324956888,0.7683809523809524
four,pca_anna,robust,No,(),0.5175117023897512,0.4832
four,pca_anna,robust,No,(),0.5088149790588815,0.5089523809523808
four,pca_anna,robust,z_after_robust,(),0.724720374476472,0.5537523809523809
four,pca_anna,robust,z_after_robust,(),0.6872382360187239,0.5546666666666666
four,pca_anna,robust,z_after_robust,(),0.7211283567381127,0.6009904761904762
four,pca_anna,robust,z_after_robust,(),0.6329785661492978,0.5667047619047619
four,pca_anna,log,No,(),0.7091106183789111,0.6483809523809523
four,pca_anna,log,No,(),0.6906331608770633,0.6448
four,pca_anna,log,No,(),0.7117220990391722,0.6258285714285715
four,pca_anna,log,No,(),0.6985710766198572,0.6271238095238095
four,pca_anna,log,No,(),0.8497068243409707,0.7244190476190476
four,pca_anna,log,row,(),0.7885242670608523,0.6940190476190476
four,pca_anna,log,row,(),0.7816457255481646,0.7046095238095237
four,pca_anna,robust,No,PCA,0.5082631189948263,0.4972952380952381
six,mean,robust,No,ICA,0.630869672333087,0.6739809523809525
six,mean,robust,No,None,0.9921754126632175,0.6681142857142857
