ID,Unassigned;p__;c__;o__;f__;g___0,Unassigned;p__;c__;o__;f__;g___1,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g___0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g___1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g___2,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__AF12_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Odoribacter_0,k__Bacteria; p__Deferribacteres; c__Deferribacteres; o__Deferribacterales; f__Deferribacteraceae; g__Mucispirillum_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Candidatus Arthromitus_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__Dehalobacterium_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acetobacter_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Wolbachia_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella_0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila_0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio_0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Anaeroplasma_0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia_0
244,-0.6136815987449075,-0.1917997638901252,1.5898055298280551,-1.0246809654113536,0.6111560547690645,-0.6535110857334977,-0.2174072773312868,0.615248679245241,0.5544527631905194,-0.5714355941873379,-0.6448040875106286,-0.4825979497232442,-0.22580869993481237,-0.25923648650998155,-0.7530507890970913,-0.15671464992485964,-0.5863934431256187,-0.03778568041613601,-0.13265837171968323,-0.9082410592935879,-0.8289237822183849,0.7560909971864376,-0.3259360534144627,0.5569098369589732,5.461114420459755,-0.4354496964472382,-0.7059024109426123,-0.4134250033335414,1.7788461474420658
252,-0.06048059419391645,-0.3169242081833272,1.084679142669462,-1.627756023607005,-1.3165564552089526,0.19760675840134312,2.9838567807983742,0.05990506857282054,0.13034662518797732,-0.5749913324040439,-1.1158456886028025,-0.46723539771724315,-0.9632558981440702,-0.5797520537820854,-0.07279583973996018,0.43422178278877654,-0.9923837921919875,-0.2607439947113464,-0.13265837171968323,-1.0615769946073275,-0.8792651899115193,-0.1794503013876785,-0.3398286531196238,-0.2680716892922274,-0.15531502503363262,-0.4156894734918526,-0.6155144342612311,-0.3061608888932298,-0.3964814301976296
210,-0.06991048738799648,-0.23426772825757133,-0.5757125827533718,-2.385470932018113,-0.7850420968233628,-0.6682683955168333,1.417313191742536,-0.749089708452569,0.9734796696997021,-0.7280866618923928,-1.0743757420475766,-0.6395583244575334,-0.8370248761917547,-0.6433478796571881,3.116613270623538,-0.7085647542608905,-0.5752535717847834,-0.201053104702011,-0.13265837171968323,-0.21607982928650357,-1.120101794892479,0.9049105129295046,-0.3577585414310365,0.4661170083343099,0.8878957834675432,-0.5617639323776397,-1.058252884191335,0.32185504450693087,-0.3964814301976296
108,-0.3552982877695674,0.16712017111106245,-0.6578706249942026,-0.6589864516889075,-0.8903943430276624,1.2092778686700703,-0.7852545668221387,-0.9531911003494673,-0.5118265583831846,0.3412165786476122,0.6450967530046533,2.5946056047178194,-0.8745299091480884,-0.3899276066267667,-0.7530507890970913,-0.7749295957297373,-0.9003016336230975,-0.22567074880197285,-0.13265837171968323,-0.8735404173284557,-0.8323621652412552,0.19258883080111316,6.02211460629516,-0.539219728821298,-0.49377973795678365,-0.040656066101351584,-0.4736420115335157,-0.4145256615547645,-0.3964814301976296
173,-0.19331220901652962,0.1818654539194146,-0.81062378018906,-1.0306763169764188,-0.8358842552396355,-0.2999853093602258,5.53884097402985,0.2714558189141549,0.3087829344862421,-0.5987193676482018,-1.048268505962374,-0.24332102824122492,-0.840105144666583,1.273565919226094,-0.6007772768578785,0.2019049068431313,0.6345882046459668,-0.17111683866228591,-0.13265837171968323,-0.6844005765316253,-0.6064010310077518,0.3917352018544229,-0.4391834790313002,-0.6445145186998591,-0.6263917271907636,0.12716367290491776,-0.9821438519115228,-0.4272241324030201,-0.3964814301976296
213,-0.20149955487075435,0.7342973370332476,0.1687494734034114,1.5215052796073494,-0.8909739403811372,0.7331536016028943,-1.106928567176367,-1.0085342612042358,-0.8417358790372375,2.1641795865348437,-0.010609784452416482,2.5853479939391737,0.02219024263033514,-0.7467951970072001,-0.6766512676023283,0.3562339267170731,-0.17267429404976348,-0.23169460414670723,-0.13265837171968323,-0.7295509978213931,0.08129565508780741,-0.45818664678432375,-0.3443357753833093,0.5054564093211062,-0.5829448558650129,1.440121762231253,0.890407157292916,-0.3521027595908153,-0.3964814301976296
194,0.321670789737629,-0.13359977195259282,-0.4811161201926283,-0.3017341433830021,-0.1692435787804885,-0.5028968874227026,-0.6299795852173558,0.4320476709356636,0.35458916827237325,-0.6932757613368775,-0.16892680767346713,0.13781563527372312,-0.46408324500230763,-0.4636649098647706,1.6236950552265241,-0.43650194965309386,-0.07872516852856587,-0.17026659948835476,-0.0919860073064571,-0.37766581151446266,-0.2532439168464329,-0.6606049581307016,-0.3440009518422823,0.5095159418494535,0.7194478023486728,0.9383838308566644,-0.1838309356986451,1.0109194754106787,-0.3964814301976296
164,-0.8155237873998824,-1.1857602638995395,-0.08557078044283518,-0.3143232528695002,-0.3502382586112087,-0.25632699345918214,1.3150205900222827,-0.359766923011129,1.184740664023809,-0.2723847849487271,-1.0357826937031225,-0.4759475018430287,-0.5198500181295838,-0.5562738664042066,-0.17902194275488767,0.3431767642772891,1.2288738843663676,-0.22721989409865775,-0.13265837171968323,-0.6724984978368237,-0.6175807544523443,0.19553467629531257,-0.3373778341079583,-0.6445145186998591,-0.29701465862843407,-0.12188244955096639,-0.4189369235943635,-0.33418696886617577,-0.3964814301976296
186,0.42253543452287157,0.4199530323988234,-0.8435362175654584,-1.5588128649085664,0.27399613819881924,-1.1453751946780557,2.3441200788695093,0.8184949323937408,-0.6079494024839852,-0.1704942240772756,-0.7788428763450914,-0.3577988682572688,0.830241484364462,-0.5433717885967605,0.13648159156399747,-0.21593494314917877,0.7422753823350104,0.07606694163293809,-0.13265837171968323,-0.12487347035934708,0.004773006615857554,0.23285987464894284,-0.26928691831282225,-0.5157712162248596,-0.4901850469947738,0.04747982064196129,-0.392546484146887,-0.40134689328428125,3.745627411948461
107,-0.13553649890483382,0.005945339377923062,-0.3035567149605835,1.315637383452826,-0.8879757756183164,1.5288807849605734,-0.7136535257245707,-0.8157536813420102,-0.3490929516147877,-0.41344126680603116,0.9722880021142007,0.8984133177343305,0.5048389108805997,-0.22462700255226545,-0.07076234859883836,1.2212676370080349,0.45742532174502804,-0.020322536893756356,-0.13265837171968323,0.6878846560642574,0.5003249080339398,-2.086613107429049,-0.3181776878567272,-0.6445145186998591,-0.4079777452733405,0.011255823789452937,0.26734779286868154,-0.4272241324030201,-0.3964814301976296
