#SampleID
1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,1
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,2
1,21
1,22
1,23
1,24
1,25
1,26
1,27
1,28
1,29
1,3
1,31
1,32
1,34
1,35
1,36
1,37
1,38
1,39
1,4
1,41
1,42
2,1
2,2
2,3
2,4
2,5
2,6
2,7
2,8
2,9
2,1
2,11
2,12
2,13
2,14
2,15
2,16
2,17
2,18
2,19
2,2
2,21
2,22
2,23
4,1
4,2
4,3
4,4
4,5
4,6
4,7
4,8
4,9
4,1
4,11
4,12
4,13
4,14
4,15
4,16
5,1
5,2
5,3
5,4
5,5
5,7
5,8
5,9
5,1
5,11
5,12
5,13
5,14
5,15
5,16
5,17
5,18
5,19
5,2
5,21
5,22
5,23
5,24
7,1
7,2
7,3
7,4
7,5
7,6
7,7
7,8
7,9
7,1
7,11
7,12
7,13
7,14
7,15
7,16
7,17
7,18
7,19
7,2
7,21
7,22
7,23
7,24
7,25
7,26
7,27
7,29
7,3
8,1
8,2
8,3
8,4
8,5
8,6
8,7
8,8
8,9
8,1
8,11
8,12
8,13
8,14
8,15
8,16
8,17
8,18
9,1
9,2
9,3
9,4
9,5
9,6
9,7
9,8
9,9
9,1
9,11
9,12
9,13
9,14
9,16
9,17
9,18
9,19
9,2
9,21
9,22
1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,1
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,2
1,21
11,1
11,2
11,3
11,4
11,5
11,6
11,7
11,8
11,9
11,1
11,11
11,12
11,14
11,15
11,16
11,17
11,18
11,19
11,2
11,21
12,1
12,2
12,3
12,4
12,5
12,6
12,7
12,8
12,9
12,1
12,11
12,12
12,13
12,14
12,15
12,16
12,17
12,18
12,19
12,2
12,21
12,22
14,1
14,2
14,3
14,4
14,5
14,6
14,7
14,8
14,9
14,1
14,12
14,13
14,14
14,15
14,16
14,17
14,18
14,19
14,2
14,21
14,22
16,1
16,2
16,3
16,4
16,5
16,6
16,7
16,8
16,9
16,1
16,11
16,12
16,13
16,14
16,15
16,16
16,17
16,18
16,19
16,2
16,21
16,22
16,23
16,24
17,1
17,2
17,3
17,4
17,5
17,6
17,7
17,8
17,9
17,1
17,11
17,12
18,1
18,2
18,3
18,4
18,5
18,6
18,7
18,8
18,9
18,1
18,11
18,12
18,13
18,14
18,15
18,16
18,17
18,18
18,19
2,1
2,2
2,3
2,4
2,5
2,6
2,7
2,8
2,9
2,1
2,11
2,12
2,13
2,14
2,15
2,16
2,17
2,18
2,19
2,2
2,21
2,22
2,23
2,24
2,25
2,26
2,27
2,28
2,29
21,1
21,2
21,3
21,4
21,5
21,6
21,7
21,8
21,9
21,1
21,11
21,12
21,13
21,14
21,15
22,1
22,2
22,3
22,4
22,5
22,6
22,7
22,8
22,9
22,1
22,11
22,12
22,13
22,14
22,15
22,16
22,18
22,19
22,2
22,21
23,1
24,1
24,2
24,3
24,4
24,5
24,6
24,7
24,8
24,9
24,1
24,12
24,13
24,14
24,15
24,16
24,17
24,18
24,19
24,2
24,21
24,22
25,1
25,2
25,3
25,4
25,5
25,6
25,7
25,8
25,9
25,1
25,11
25,12
25,13
25,14
25,15
25,16
25,17
25,18
25,19
25,2
25,21
27,1
27,2
27,3
27,4
27,5
27,6
27,7
27,8
27,9
27,1
27,12
27,13
27,14
27,15
27,16
27,17
27,18
27,19
27,2
27,21
27,22
3,1
3,2
3,3
3,4
3,5
3,6
3,7
3,8
3,9
3,1
3,11
3,12
3,13
3,14
3,15
3,16
3,17
3,18
3,19
3,2
3,21
31,1
31,2
31,3
31,4
31,5
31,6
31,7
31,8
31,9
31,1
31,11
31,12
31,13
31,14
31,15
31,16
31,17
31,18
31,19
31,2
31,21
32,1
32,2
32,3
32,4
32,5
32,6
32,7
32,9
32,1
32,11
32,13
32,14
32,15
32,16
32,17
32,19
32,2
32,21
32,22
32,23
33,1
33,2
33,3
33,4
33,5
33,6
33,7
33,8
33,9
33,1
33,11
33,12
33,13
33,14
33,15
33,16
33,17
33,18
33,19
33,2
34,1
34,2
34,3
34,4
34,5
34,6
34,7
34,8
34,9
34,1
34,11
34,12
34,13
34,14
34,15
34,16
34,17
35,1
35,2
35,3
35,4
35,5
35,6
35,7
35,8
35,9
35,1
35,11
35,12
35,13
35,14
35,15
35,16
35,17
36,1
36,2
36,3
36,4
36,5
36,7
36,8
36,9
36,1
36,11
36,12
36,13
36,14
36,15
36,16
37,1
37,2
37,4
37,5
37,6
37,7
37,8
37,9
37,1
37,11
37,12
37,13
37,14
37,15
37,16
37,17
37,18
38,1
38,2
38,4
38,5
38,6
38,7
38,8
38,9
38,1
38,11
38,12
38,13
38,14
38,15
38,16
38,18
41,1
41,2
41,3
41,4
41,5
41,6
41,8
41,9
41,1
41,11
41,12
41,13
41,14
41,16
41,17
41,18
41,19
41,2
42,1
42,2
42,3
42,4
42,5
42,6
42,7
42,8
42,9
42,1
42,11
42,12
42,13
42,14
42,15
42,16
42,17
43,1
43,2
43,3
43,4
43,5
43,6
43,7
43,8
43,9
43,1
43,11
43,12
43,14
43,15
43,16
43,17
43,18
43,19
43,2
44,1
44,2
44,3
44,4
44,5
44,6
44,7
44,8
44,9
44,1
44,11
44,12
44,13
44,15
44,16
44,17
45,1
45,2
45,3
45,4
45,5
45,6
45,8
45,9
45,1
45,11
45,12
45,13
46,1
46,2
46,3
46,4
46,5
46,6
46,7
46,8
46,9
46,1
46,11
46,12
46,13
46,14
47,2
47,5
47,6
47,7
47,8
47,9
47,1
47,11
47,13
49,1
49,2
49,3
49,4
49,7
49,8
49,9
49,1
49,11
49,12
49,13
49,14
52,2
52,3
52,4
52,6
52,7
52,8
52,9
53,2
53,3
53,4
53,5
53,6
53,7
53,8
53,9
55,1
55,2
55,3
55,4
55,5
55,6
55,7
55,8
55,9
56,1
56,2
56,3
56,4
56,5
56,6
56,7
56,8
56,9
56,1
57,2
57,3
57,4
57,5
57,6
57,8
57,9
57,1
57,11

