,MODEL BACTERIA,SIGNIFICANT BACTERIA,ALGORITHM,BETA MEAN,BETA STD,BETA
0,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae,ard regression,0.01173997377092752,0.11262048600099082,-0.48902467004939665
1,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales,ard regression,0.01173997377092752,0.11262048600099082,0.28611541107366345
2,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae,Bacteria;Firmicutes;Clostridia;Clostridiales;Incertae_Sedis_XI,ard regression,0.01173997377092752,0.11262048600099082,0.463297281150053
3,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis,ard regression,0.01173997377092752,0.11262048600099082,0.482071148409933
4,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales,ard regression,0.01173997377092752,0.11262048600099082,0.44714386568431025
5,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae,ard regression,0.01173997377092752,0.11262048600099082,-0.2712714859659496
6,Bacteria,Bacteria,ard regression,0.0072642779685137574,0.11017942900470525,-0.22828358686994035
7,Bacteria,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales,ard regression,0.0072642779685137574,0.11017942900470525,0.4092241490748536
8,Bacteria,Bacteria;Actinobacteria;Actinobacteria;Solirubrobacterales,ard regression,0.0072642779685137574,0.11017942900470525,0.8219673229914126
9,Bacteria,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae,ard regression,0.0072642779685137574,0.11017942900470525,-0.25020276592393914
10,Bacteria;Acidobacteria;Acidobacteria_Gp16;Gp16,Bacteria;Acidobacteria;Acidobacteria_Gp16;Gp16,ard regression,-0.005399530939637403,0.031148181825358962,-0.13340003935507733
11,Bacteria;Acidobacteria;Acidobacteria_Gp16;Gp16,Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;Parachlamydiaceae,ard regression,-0.005399530939637403,0.031148181825358962,-0.133400039355057
12,Bacteria;Acidobacteria;Acidobacteria_Gp16;Gp16,Bacteria;Firmicutes;Clostridia,ard regression,-0.005399530939637403,0.031148181825358962,0.1051316277209508
13,Bacteria;Acidobacteria;Acidobacteria_Gp16;Gp16,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae,ard regression,-0.005399530939637403,0.031148181825358962,-0.1334000393550562
14,Bacteria;Acidobacteria;Acidobacteria_Gp16;Gp16,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales,ard regression,-0.005399530939637403,0.031148181825358962,-0.07143258267495184
15,Bacteria;Acidobacteria;Acidobacteria_Gp16;Gp16,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales,ard regression,-0.005399530939637403,0.031148181825358962,-0.13340003935507197
16,Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6,Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6,ard regression,-0.003645290777936216,0.028309958919995288,-0.07871600949976136
17,Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Dietziaceae,ard regression,-0.003645290777936216,0.028309958919995288,-0.07871600949975839
18,Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Geodermatophilaceae,ard regression,-0.003645290777936216,0.028309958919995288,-0.0787160094997591
19,Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,ard regression,-0.003645290777936216,0.028309958919995288,-0.061241303450923656
20,Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae,ard regression,-0.003645290777936216,0.028309958919995288,-0.07871600949976083
21,Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6,Bacteria;Firmicutes;Clostridia,ard regression,-0.003645290777936216,0.028309958919995288,0.09371637676365428
22,Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae,ard regression,-0.003645290777936216,0.028309958919995288,-0.07871600949975897
23,Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6,Bacteria;Proteobacteria;Alphaproteobacteria,ard regression,-0.003645290777936216,0.028309958919995288,0.05861346033707229
24,Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales,ard regression,-0.003645290777936216,0.028309958919995288,-0.0787160094997625
25,Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales,ard regression,-0.003645290777936216,0.028309958919995288,0.08938953697511427
26,Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6,Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae,ard regression,-0.003645290777936216,0.028309958919995288,-0.07871600949975982
27,Bacteria;Actinobacteria,Bacteria;Actinobacteria,ard regression,-0.0059711822677281584,0.1065089168449877,-1.0082021963225622
28,Bacteria;Actinobacteria;Actinobacteria,Bacteria;Actinobacteria;Actinobacteria,ard regression,0.0027299031178321617,0.10264779910195561,-0.7706595682318329
29,Bacteria;Actinobacteria;Actinobacteria,Bacteria;Firmicutes;Bacilli;Bacillales,ard regression,0.0027299031178321617,0.10264779910195561,-0.2954938690833094
30,Bacteria;Actinobacteria;Actinobacteria,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae,ard regression,0.0027299031178321617,0.10264779910195561,0.2953738551542686
31,Bacteria;Actinobacteria;Actinobacteria,Bacteria;Firmicutes;Clostridia;Clostridiales;Incertae_Sedis_XI,ard regression,0.0027299031178321617,0.10264779910195561,0.23090332884314924
32,Bacteria;Actinobacteria;Actinobacteria,Eukaryota;Zea,ard regression,0.0027299031178321617,0.10264779910195561,0.2550502570764788
33,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales,ard regression,-0.0016445886755474212,0.10762971677132807,-0.9695920380059997
